DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       
2021-10-15                15:00:42.980              287.62549747              6903.011939               288.62549747              1634310042.981            0                         963                       1.3999184817E+02          4.4999931335E+01          4.0527777778E+01          4.4949943542E+01          4.4999687195E+01          2.0000000000E+00          0.0000000000E+00          5.3214994668E+04          0.0000000000E+00          4.2537664881E+02          4.4302558421E+02          1.9315727286E+00          1.9974909641E+00          2.5857782868E+00          
2021-10-15                15:00:43.892              287.62550802              6903.012192               288.62550802              1634310043.893            0                         963                       1.3998326827E+02          4.4999931335E+01          4.0562500000E+01          4.4949943542E+01          4.4999687195E+01          1.0000000000E+00          0.0000000000E+00          5.3210280661E+04          0.0000000000E+00          4.2469401169E+02          4.4302558421E+02          1.9315727286E+00          1.9974909641E+00          2.5857782868E+00          
2021-10-15                15:00:44.394              287.62551383              6903.012332               288.62551383              1634310044.395            0                         963                       1.3997316214E+02          4.4999931335E+01          4.0562500000E+01          4.4949943542E+01          4.4999687195E+01          3.0000000000E+00          0.0000000000E+00          5.3203560096E+04          0.0000000000E+00          4.2469401169E+02          4.4232159437E+02          1.9315727286E+00          1.9970977400E+00          2.5860898327E+00          
2021-10-15                15:00:45.950              287.62553184              6903.012764               288.62553184              1634310045.951            0                         963                       1.4001081533E+02          4.4999870300E+01          4.0562500000E+01          4.4950065613E+01          4.4999992371E+01          2.0000000000E+00          0.0000000000E+00          5.3204903873E+04          0.0000000000E+00          4.2469401169E+02          4.4232159437E+02          1.9318037837E+00          1.9970977400E+00          2.5860898327E+00          
2021-10-15                15:00:46.858              287.62554235              6903.013016               288.62554235              1634310046.859            0                         963                       1.4000970689E+02          4.4999870300E+01          4.0562500000E+01          4.4950065613E+01          4.4999992371E+01          1.0000000000E+00          0.0000000000E+00          5.3206720845E+04          0.0000000000E+00          4.2449562870E+02          4.4232159437E+02          1.9318037837E+00          1.9970977400E+00          2.5860898327E+00          
2021-10-15                15:00:47.359              287.62554815              6903.013156               288.62554815              1634310047.360            0                         963                       1.4001214600E+02          4.4999870300E+01          4.0562500000E+01          4.4950065613E+01          4.4999992371E+01          3.0000000000E+00          0.0000000000E+00          5.3207824219E+04          0.0000000000E+00          4.2449562870E+02          4.4212288965E+02          1.9318037837E+00          1.9973660027E+00          2.5880250485E+00          
2021-10-15                15:00:48.940              287.62556644              6903.013594               288.62556644              1634310048.940            0                         963                       1.4002819249E+02          4.4999870300E+01          4.0562500000E+01          4.4950065613E+01          4.4999992371E+01          2.0000000000E+00          0.0000000000E+00          5.3219175270E+04          0.0000000000E+00          4.2449562870E+02          4.4212288965E+02          1.9318118695E+00          1.9973660027E+00          2.5880250485E+00          
2021-10-15                15:00:49.854              287.62557701              6903.013848               288.62557701              1634310049.854            0                         963                       1.3999876227E+02          4.4999921894E+01          4.0562500000E+01          4.4950168799E+01          4.4999992371E+01          1.0000000000E+00          0.0000000000E+00          5.3216692075E+04          0.0000000000E+00          4.2528019177E+02          4.4212288965E+02          1.9318118695E+00          1.9973660027E+00          2.5880250485E+00          
2021-10-15                15:00:50.364              287.62558292              6903.013990               288.62558292              1634310050.364            0                         963                       1.3998550415E+02          4.4999961853E+01          4.0562500000E+01          4.4950248718E+01          4.4999992371E+01          3.0000000000E+00          0.0000000000E+00          5.3212437500E+04          0.0000000000E+00          4.2528019177E+02          4.4295042248E+02          1.9318118695E+00          1.9974128600E+00          2.5890346355E+00          
2021-10-15                15:00:51.941              287.62560118              6903.014428               288.62560118              1634310051.942            0                         963                       1.3997269747E+02          4.4999961853E+01          4.0562500000E+01          4.4950248718E+01          4.4999992371E+01          2.0000000000E+00          0.0000000000E+00          5.3200956418E+04          0.0000000000E+00          4.2528019177E+02          4.4295042248E+02          1.9319857350E+00          1.9974128600E+00          2.5890346355E+00          
