DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       
2021-10-15                21:00:21.736              287.87525157              6909.006038               288.87525157              1634331621.736            0                         963                       1.3999761289E+02          4.4995475769E+01          3.9792248603E+01          4.4944694519E+01          4.4992362976E+01          1.0000000000E+00          0.0000000000E+00          5.2979139643E+04          0.0000000000E+00          5.0137679074E+02          5.0856210729E+02          2.2046526930E+00          2.2307947817E+00          9.2256840889E-01          
2021-10-15                21:00:22.242              287.87525743              6909.006178               288.87525743              1634331622.242            0                         963                       1.4001524353E+02          4.4995475769E+01          3.9812500000E+01          4.4944694519E+01          4.4992362976E+01          3.0000000000E+00          0.0000000000E+00          5.2986195312E+04          0.0000000000E+00          5.0137679074E+02          5.0864481410E+02          2.2046526930E+00          2.2307993354E+00          9.2212028846E-01          
2021-10-15                21:00:23.790              287.87527536              6909.006609               288.87527536              1634331623.791            0                         963                       1.3999310375E+02          4.4995475769E+01          3.9750000000E+01          4.4944694519E+01          4.4992362976E+01          2.0000000000E+00          0.0000000000E+00          5.2978057333E+04          0.0000000000E+00          5.0137679074E+02          5.0864481410E+02          2.2052380103E+00          2.2307993354E+00          9.2212028846E-01          
2021-10-15                21:00:24.690              287.87528578              6909.006859               288.87528578              1634331624.691            0                         963                       1.4000404955E+02          4.4995407573E+01          3.9767458101E+01          4.4944626323E+01          4.4992303305E+01          1.0000000000E+00          0.0000000000E+00          5.2979839211E+04          0.0000000000E+00          5.0145585447E+02          5.0864481410E+02          2.2052380103E+00          2.2307993354E+00          9.2212028846E-01          
2021-10-15                21:00:25.191              287.87529157              6909.006998               288.87529157              1634331625.192            0                         963                       1.4001126099E+02          4.4995231628E+01          3.9812500000E+01          4.4944450378E+01          4.4992149353E+01          3.0000000000E+00          0.0000000000E+00          5.2982414062E+04          0.0000000000E+00          5.0145585447E+02          5.0872650495E+02          2.2052380103E+00          2.2313969209E+00          9.2294005578E-01          
2021-10-15                21:00:26.763              287.87530976              6909.007434               288.87530976              1634331626.763            0                         963                       1.3998887163E+02          4.4995231628E+01          3.9750000000E+01          4.4944450378E+01          4.4992149353E+01          2.0000000000E+00          0.0000000000E+00          5.2975863547E+04          0.0000000000E+00          5.0145585447E+02          5.0872650495E+02          2.2051570295E+00          2.2313969209E+00          9.2294005578E-01          
2021-10-15                21:00:27.676              287.87532032              6909.007688               288.87532032              1634331627.676            0                         963                       1.3999972863E+02          4.4995231628E+01          3.9781422652E+01          4.4944450378E+01          4.4992149353E+01          1.0000000000E+00          0.0000000000E+00          5.2974822125E+04          0.0000000000E+00          5.0142305538E+02          5.0872650495E+02          2.2051570295E+00          2.2313969209E+00          9.2294005578E-01          
2021-10-15                21:00:28.181              287.87532618              6909.007828               288.87532618              1634331628.182            0                         963                       1.4000892639E+02          4.4995231628E+01          3.9812500000E+01          4.4944450378E+01          4.4992149353E+01          3.0000000000E+00          0.0000000000E+00          5.2976964844E+04          0.0000000000E+00          5.0142305538E+02          5.0870411388E+02          2.2051570295E+00          2.2313541240E+00          9.2485156118E-01          
2021-10-15                21:00:29.755              287.87534439              6909.008265               288.87534439              1634331629.755            0                         963                       1.3998590128E+02          4.4995435185E+01          3.9750000000E+01          4.4944513011E+01          4.4992149353E+01          2.0000000000E+00          0.0000000000E+00          5.2959329741E+04          0.0000000000E+00          5.0142305538E+02          5.0870411388E+02          2.2051222350E+00          2.2313541240E+00          9.2485156118E-01          
2021-10-15                21:00:30.677              287.87535506              6909.008521               288.87535506              1634331630.677            0                         963                       1.4000648397E+02          4.4995628357E+01          3.9750000000E+01          4.4944572449E+01          4.4992149353E+01          1.0000000000E+00          0.0000000000E+00          5.2964593642E+04          0.0000000000E+00          5.0138211035E+02          5.0870411388E+02          2.2051222350E+00          2.2313541240E+00          9.2485156118E-01          
2021-10-15                21:00:31.186              287.87536095              6909.008663               288.87536095              1634331631.186            0                         963                       1.4000726318E+02          4.4995628357E+01          3.9750000000E+01          4.4944572449E+01          4.4992149353E+01          3.0000000000E+00          0.0000000000E+00          5.2964820312E+04          0.0000000000E+00          5.0138211035E+02          5.0866684372E+02          2.2051222350E+00          2.2313342728E+00          9.2401148371E-01          
2021-10-15                21:00:32.743              287.87537897              6909.009095               288.87537897              1634331632.743            0                         963                       1.4001420803E+02          4.4995628357E+01          3.9812500000E+01          4.4944572449E+01          4.4992149353E+01          2.0000000000E+00          0.0000000000E+00          5.2967315518E+04          0.0000000000E+00          5.0138211035E+02          5.0866684372E+02          2.2054144842E+00          2.2313342728E+00          9.2401148371E-01          
2021-10-15                21:00:33.651              287.87538949              6909.009348               288.87538949              1634331633.652            0                         963                       1.3999827175E+02          4.4995628357E+01          3.9812500000E+01          4.4944572449E+01          4.4992149353E+01          1.0000000000E+00          0.0000000000E+00          5.2965261326E+04          0.0000000000E+00          5.0152529009E+02          5.0866684372E+02          2.2054144842E+00          2.2313342728E+00          9.2401148371E-01          
2021-10-15                21:00:34.157              287.87539534              6909.009488               288.87539534              1634331634.157            0                         963                       1.3999000549E+02          4.4995628357E+01          3.9812500000E+01          4.4944572449E+01          4.4992149353E+01          3.0000000000E+00          0.0000000000E+00          5.2963113281E+04          0.0000000000E+00          5.0152529009E+02          5.0881273740E+02          2.2054144842E+00          2.2316322748E+00          9.2501053877E-01          
2021-10-15                21:00:35.734              287.87541360              6909.009926               288.87541360              1634331635.735            0                         963                       1.3999687768E+02          4.4995201111E+01          3.9812500000E+01          4.4944328308E+01          4.4991905212E+01          2.0000000000E+00          0.0000000000E+00          5.2962096044E+04          0.0000000000E+00          5.0152529009E+02          5.0881273740E+02          2.2054095294E+00          2.2316322748E+00          9.2501053877E-01          
2021-10-15                21:00:36.644              287.87542413              6909.010179               288.87542413              1634331636.645            0                         963                       1.4001267110E+02          4.4995201111E+01          3.9812500000E+01          4.4944328308E+01          4.4991905212E+01          1.0000000000E+00          0.0000000000E+00          5.2966795522E+04          0.0000000000E+00          5.0155970722E+02          5.0881273740E+02          2.2054095294E+00          2.2316322748E+00          9.2501053877E-01          
2021-10-15                21:00:37.145              287.87542993              6909.010318               288.87542993              1634331637.146            0                         963                       1.4000782776E+02          4.4995201111E+01          3.9812500000E+01          4.4944328308E+01          4.4991905212E+01          3.0000000000E+00          0.0000000000E+00          5.2966433594E+04          0.0000000000E+00          5.0155970722E+02          5.0885646118E+02          2.2054095294E+00          2.2316589301E+00          9.2622078572E-01          
2021-10-15                21:00:38.714              287.87544809              6909.010754               288.87544809              1634331638.715            0                         963                       1.4004034320E+02          4.4995201111E+01          3.9812500000E+01          4.4944328308E+01          4.4991905212E+01          2.0000000000E+00          0.0000000000E+00          5.2986700957E+04          0.0000000000E+00          5.0155970722E+02          5.0885646118E+02          2.2054192126E+00          2.2316589301E+00          9.2622078572E-01          
2021-10-15                21:00:39.625              287.87545862              6909.011007               288.87545862              1634331639.625            0                         963                       1.4000996306E+02          4.4995233483E+01          3.9812500000E+01          4.4944295936E+01          4.4991905212E+01          1.0000000000E+00          0.0000000000E+00          5.2982929364E+04          0.0000000000E+00          5.0164278694E+02          5.0885646118E+02          2.2054192126E+00          2.2316589301E+00          9.2622078572E-01          
2021-10-15                21:00:40.131              287.87546448              6909.011148               288.87546448              1634331640.131            0                         963                       1.4000445557E+02          4.4995445251E+01          3.9812500000E+01          4.4944084167E+01          4.4991905212E+01          3.0000000000E+00          0.0000000000E+00          5.2981085938E+04          0.0000000000E+00          5.0164278694E+02          5.0893907670E+02          2.2054192126E+00          2.2316627138E+00          9.2459096000E-01          
2021-10-15                21:00:41.696              287.87548259              6909.011582               288.87548259              1634331641.696            0                         963                       1.4000018239E+02          4.4995445251E+01          3.9812500000E+01          4.4944084167E+01          4.4991905212E+01          2.0000000000E+00          0.0000000000E+00          5.2979824178E+04          0.0000000000E+00          5.0164278694E+02          5.0893907670E+02          2.2054343128E+00          2.2316627138E+00          9.2459096000E-01          
2021-10-15                21:00:42.611              287.87549318              6909.011836               288.87549318              1634331642.611            0                         963                       1.3997392273E+02          4.4995445251E+01          3.9812500000E+01          4.4944084167E+01          4.4991905212E+01          1.0000000000E+00          0.0000000000E+00          5.2967339844E+04          0.0000000000E+00          5.0166346421E+02          5.0893907670E+02          2.2054343128E+00          2.2316627138E+00          9.2459096000E-01          
